question_id,lane,answer_type,round,K,evidence_mode,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,model
FT1,FT,supportive_judgment,0,10,oracle_evidence,True,AAPL,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,conditional,0.95,0.9,1.0,"{""supportive"": 0.05, ""unsupportive"": 0.0, ""conditional"": 0.95, ""insufficient_data"": 0.0}",0.3250829733914482,-0.0,10,10,0.95,True,0.0050000000000000044,0.33314444652853825,0.9,1.0,vertex:gemini-3.1-pro-preview
FT1,FT,supportive_judgment,1,10,oracle_evidence,True,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vertex:gemini-3.1-pro-preview
FT10,FT,supportive_judgment,0,10,oracle_evidence,True,QCOM,1.0,True,0.4227090878059908,0.41274269846481804,0.009966389341172777,0.44770908780599084,0.4627426984648181,0.0,0.3049201523582002,0.2977309221191609,0.007189230239039294,0.0235774191487149,conditional,0.8500000000000001,0.8,0.9,"{""supportive"": 0.15, ""unsupportive"": 0.0, ""conditional"": 0.85, ""insufficient_data"": 0.0}",0.5004024235381879,0.3250829733914482,10,10,0.15000000000000002,False,1.445,1.69644928942373,0.2,0.1,vertex:gemini-3.1-pro-preview
FT10,FT,supportive_judgment,1,10,oracle_evidence,True,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vertex:gemini-3.1-pro-preview
FT12,FT,yes_no_mixed,0,10,oracle_evidence,False,AMD,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,yes,0.0,0.0,0.0,"{""yes"": 1.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vertex:gemini-3.1-pro-preview
FT12,FT,yes_no_mixed,1,10,oracle_evidence,False,AMD,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,yes,0.0,0.0,0.0,"{""yes"": 1.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vertex:gemini-3.1-pro-preview
FT2,FT,supportive_judgment,0,10,oracle_evidence,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vertex:gemini-3.1-pro-preview
FT2,FT,supportive_judgment,1,10,oracle_evidence,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vertex:gemini-3.1-pro-preview
FT25,FT,supportive_judgment,0,10,oracle_evidence,False,NFLX,1.0,True,0.6730116670092565,0.25020121176909393,0.4228104552401626,0.6980116670092565,0.27520121176909396,0.4228104552401626,0.4854752972273344,0.18048202372184058,0.3049932735054938,0.6282364421987758,conditional,0.6,1.0,0.2,"{""supportive"": 0.0, ""unsupportive"": 0.4, ""conditional"": 0.6, ""insufficient_data"": 0.0}",-0.0,0.5004024235381879,10,10,0.6,True,0.32000000000000006,0.7270487322356266,1.0,0.2,vertex:gemini-3.1-pro-preview
FT25,FT,supportive_judgment,1,10,oracle_evidence,False,NFLX,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,unsupportive,0.5,0.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.5, ""conditional"": 0.5, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.5,False,0.5,0.8754687373538999,0.0,1.0,vertex:gemini-3.1-pro-preview
FT31,FT,supportive_judgment,0,10,oracle_evidence,False,META,1.0,True,0.5181862130502127,0.4820574165208126,0.03612879652940015,0.5681862130502128,0.5570574165208125,0.011128796529400242,0.3737923399122869,0.3477309221191609,0.026061417793126,0.06972164758443553,conditional,0.8500000000000001,0.8,0.9,"{""supportive"": 0.1, ""unsupportive"": 0.05, ""conditional"": 0.85, ""insufficient_data"": 0.0}",0.639031859650177,0.3250829733914482,10,10,0.8500000000000001,True,0.034999999999999976,0.4307829160924542,0.8,0.9,vertex:gemini-3.1-pro-preview
FT31,FT,supportive_judgment,1,10,oracle_evidence,False,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,1.0,1.0,1.0,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vertex:gemini-3.1-pro-preview
T1,T,screening_top1,0,10,oracle_evidence,False,APP|INTC|IDXX|SHOP|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,APP,0.0,0.0,0.0,"{""APP"": 1.0, ""INTC"": 0.0, ""IDXX"": 0.0, ""SHOP"": 0.0, ""AAPL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.325422400434628,1.0,1.0,vertex:gemini-3.1-pro-preview
T1,T,screening_top1,1,10,oracle_evidence,False,APP|INTC|IDXX|SHOP|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,APP,0.0,0.0,0.0,"{""APP"": 1.0, ""INTC"": 0.0, ""IDXX"": 0.0, ""SHOP"": 0.0, ""AAPL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.325422400434628,1.0,1.0,vertex:gemini-3.1-pro-preview
T10,T,screening_top1,0,10,oracle_evidence,False,AAPL|NVDA|INTC|MSFT|TSLA,1.0,True,0.8451132568429528,0.6249480808525352,0.22016517599041763,0.8951132568429528,0.6999480808525352,0.1951651759904176,0.47166668928338557,0.3487901649666079,0.1228765243167776,0.26051558676629644,NVDA,0.39999999999999997,0.1,0.7,"{""AAPL"": 0.05, ""NVDA"": 0.55, ""INTC"": 0.0, ""MSFT"": 0.0, ""TSLA"": 0.0, ""none_clear"": 0.4}",0.639031859650177,0.6108643020548935,10,10,0.05,False,1.365,2.4203681286504293,0.1,0.0,vertex:gemini-3.1-pro-preview
T10,T,screening_top1,1,10,oracle_evidence,False,AAPL|NVDA|INTC|MSFT|TSLA,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.3868528072345416,0.0,0.3868528072345416,1.0,NVDA,0.5,1.0,0.0,"{""AAPL"": 0.0, ""NVDA"": 0.5, ""INTC"": 0.0, ""MSFT"": 0.0, ""TSLA"": 0.0, ""none_clear"": 0.5}",-0.0,-0.0,10,10,0.0,False,1.5,2.890371757896165,0.0,0.0,vertex:gemini-3.1-pro-preview
T2,T,screening_top1,0,10,oracle_evidence,False,INTC|MU|LRCX|APP|MRVL,1.0,True,0.5004024235381879,0.46797363772317085,0.032428785815017014,0.5254024235381879,0.5179736377231708,0.007428785815017047,0.27927991012866066,0.2611810601591453,0.018098849969515347,0.06480541318270061,INTC,0.0,0.0,0.0,"{""INTC"": 0.8, ""MU"": 0.2, ""LRCX"": 0.0, ""APP"": 0.0, ""MRVL"": 0.0, ""none_clear"": 0.0}",0.3250829733914482,0.6108643020548935,10,10,0.8,True,0.07999999999999999,0.5295177567781432,0.9,0.7,vertex:gemini-3.1-pro-preview
T2,T,screening_top1,1,10,oracle_evidence,False,INTC|MU|LRCX|APP|MRVL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,INTC,0.0,0.0,0.0,"{""INTC"": 1.0, ""MU"": 0.0, ""LRCX"": 0.0, ""APP"": 0.0, ""MRVL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.325422400434628,1.0,1.0,vertex:gemini-3.1-pro-preview
