question_id,lane,answer_type,round,K,evidence_mode,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,model
FT1,FT,supportive_judgment,0,10,oracle_evidence,True,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,supportive,"{""supportive"": 1.0, ""unsupportive"": 0.0, ""conditional"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
FT1,FT,supportive_judgment,1,10,oracle_evidence,True,AAPL,1.0,True,0.5623351446188083,0.5556333627965406,0.006701781822267661,0.5873351446188083,0.6056333627965407,0.0,0.4056390622295664,0.4008047485295137,0.004834313700052677,0.01191777161075468,supportive,"{""supportive"": 0.75, ""unsupportive"": 0.0, ""conditional"": 0.25, ""insufficient_data"": 0.0}",0.6108643020548935,0.5004024235381879,10,10,0.25,False,1.125,1.3862943611198906,0.3,0.2,qwen3:8b
FT10,FT,supportive_judgment,0,10,oracle_evidence,True,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
FT10,FT,supportive_judgment,1,10,oracle_evidence,True,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
FT12,FT,yes_no_mixed,0,10,oracle_evidence,False,AMD,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,yes,"{""yes"": 1.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
FT12,FT,yes_no_mixed,1,10,oracle_evidence,False,AMD,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,yes,"{""yes"": 1.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
FT2,FT,supportive_judgment,0,10,oracle_evidence,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
FT2,FT,supportive_judgment,1,10,oracle_evidence,False,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
FT25,FT,supportive_judgment,0,10,oracle_evidence,False,NFLX,1.0,True,0.4227090878059908,0.41274269846481804,0.009966389341172777,0.44770908780599084,0.4627426984648181,0.0,0.3049201523582002,0.2977309221191609,0.007189230239039294,0.0235774191487149,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.15, ""conditional"": 0.85, ""insufficient_data"": 0.0}",0.5004024235381879,0.3250829733914482,10,10,0.8500000000000001,True,0.044999999999999984,0.4307829160924542,0.8,0.9,qwen3:8b
FT25,FT,supportive_judgment,1,10,oracle_evidence,False,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
FT31,FT,supportive_judgment,0,10,oracle_evidence,False,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
FT31,FT,supportive_judgment,1,10,oracle_evidence,False,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,conditional,"{""supportive"": 0.0, ""unsupportive"": 0.0, ""conditional"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
T1,T,screening_top1,0,20,oracle_evidence,False,APP|INTC|IDXX|SHOP|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,APP,"{""APP"": 1.0, ""INTC"": 0.0, ""IDXX"": 0.0, ""SHOP"": 0.0, ""AAPL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,1.0,True,0.0,0.325422400434628,1.0,1.0,qwen3:8b
T1,T,screening_top1,1,20,oracle_evidence,False,APP|INTC|IDXX|SHOP|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,APP,"{""APP"": 1.0, ""INTC"": 0.0, ""IDXX"": 0.0, ""SHOP"": 0.0, ""AAPL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,1.0,True,0.0,0.325422400434628,1.0,1.0,qwen3:8b
T10,T,screening_top1,0,20,oracle_evidence,False,AAPL|NVDA|INTC|MSFT|TSLA,1.0,True,1.0321590615626537,0.7479364273448247,0.284222634217829,1.0571590615626536,0.7979364273448247,0.2592226342178289,0.5760589405492801,0.4174312680859215,0.15862767246335852,0.2753670871110947,AAPL,"{""AAPL"": 0.45, ""NVDA"": 0.0, ""INTC"": 0.375, ""MSFT"": 0.0, ""TSLA"": 0.175, ""none_clear"": 0.0}",0.639031859650177,0.8568409950394724,20,20,0.45,True,0.47375000000000006,1.0340737675305385,0.8,0.1,qwen3:8b
T10,T,screening_top1,1,20,oracle_evidence,False,AAPL|NVDA|INTC|MSFT|TSLA,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7056471805599452,0.0,0.7056471805599452,0.3868528072345416,0.0,0.3868528072345416,1.0,AAPL,"{""AAPL"": 0.5, ""NVDA"": 0.0, ""INTC"": 0.5, ""MSFT"": 0.0, ""TSLA"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,0.5,True,0.5,0.9444616088408514,0.0,1.0,qwen3:8b
T2,T,screening_top1,0,20,oracle_evidence,False,INTC|MU|LRCX|APP|MRVL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,MU,"{""INTC"": 0.0, ""MU"": 1.0, ""LRCX"": 0.0, ""APP"": 0.0, ""MRVL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,0.0,False,2.0,2.890371757896165,0.0,0.0,qwen3:8b
T2,T,screening_top1,1,20,oracle_evidence,False,INTC|MU|LRCX|APP|MRVL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,MU,"{""INTC"": 0.0, ""MU"": 1.0, ""LRCX"": 0.0, ""APP"": 0.0, ""MRVL"": 0.0, ""none_clear"": 0.0}",-0.0,-0.0,20,20,0.0,False,2.0,2.890371757896165,0.0,0.0,qwen3:8b
