question_id,lane,answer_type,round,K,evidence_mode,intervention,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,error,model,source_benchmark,hedgeqa_transformation,gold_commitment
hqa_CFQ_1d1128f4_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_1d1128f4_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_3240be6a_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_3240be6a_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_378d381c_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_378d381c_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_3cabceab,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_3cabceab,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_421f4e3d,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_421f4e3d,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_446ed3a5_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,insufficient_data,0.95,1.0,0.9,"{""increased"": 0.05, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.95}",-0.0,0.3250829733914482,10,10,0.95,True,0.0050000000000000044,0.33314444652853825,1.0,0.9,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_446ed3a5_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_4613f27f,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_4613f27f,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_4846cde1,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_4846cde1,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_4b27112b_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,insufficient_data,0.95,0.9,1.0,"{""increased"": 0.05, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.95}",0.3250829733914482,-0.0,10,10,0.95,True,0.0050000000000000044,0.33314444652853825,0.9,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_4b27112b_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_525e330f,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,0.6108643020548935,0.33650583350462826,0.27435846855026524,0.6358643020548935,0.3615058335046283,0.27435846855026524,0.44064544961534635,0.2427376486136672,0.19790780100167915,0.4491316117627886,decreased,0.0,0.0,0.0,"{""increased"": 0.3, ""decreased"": 0.7, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,0.6730116670092565,10,10,0.7,True,0.18000000000000002,0.5978370007556205,1.0,0.4,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_525e330f,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_52cedb59,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,increased,0.0,0.0,0.0,"{""increased"": 0.95, ""decreased"": 0.05, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",0.3250829733914482,-0.0,10,10,0.05,False,1.805,2.1484344131667874,0.1,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_52cedb59,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_5310207f,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_5310207f,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_5572c7eb,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_5572c7eb,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_57d9a4fe,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_57d9a4fe,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_5c6f8a33,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_5c6f8a33,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,decreased,0.0,0.0,0.0,"{""increased"": 0.05, ""decreased"": 0.95, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,0.3250829733914482,10,10,0.95,True,0.0050000000000000044,0.33314444652853825,1.0,0.9,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_61e3612e,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_61e3612e,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_62332dc6,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_62332dc6,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_642330e7,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,decreased,0.0,0.0,0.0,"{""increased"": 0.0, ""decreased"": 1.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_642330e7,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_64646a26_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,0.6931471805599453,0.6108643020548935,0.08228287850505178,0.7181471805599453,0.6608643020548935,0.05728287850505176,0.5,0.44064544961534635,0.05935455038465365,0.1187091007693073,increased,0.5,0.7,0.3,"{""increased"": 0.5, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.5}",0.6108643020548935,0.6108643020548935,10,10,0.5,False,0.5,0.8754687373538999,0.7,0.3,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_64646a26_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_654d0297,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,increased,0.0,0.0,0.0,"{""increased"": 0.95, ""decreased"": 0.05, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",0.3250829733914482,-0.0,10,10,0.95,True,0.0050000000000000044,0.33314444652853825,0.9,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_654d0297,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,increased,0.0,0.0,0.0,"{""increased"": 1.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,numeric_to_directional,committed
hqa_CFQ_66b29a53_masked,F,directional_change,0,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
hqa_CFQ_66b29a53_masked,F,directional_change,1,10,hedgeqa_oracle,,False,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""increased"": 0.0, ""decreased"": 0.0, ""roughly_unchanged"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,,qwen3.6:35b-a3b-q8_0,convfinqa,evidence_masked_insufficient,noncommitted
