question_id,lane,answer_type,round,K,evidence_mode,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,model
F20,F,yes_no_mixed,0,10,oracle_evidence,True,META,1.0,True,0.6730116670092565,0.25020121176909393,0.4228104552401626,0.6980116670092565,0.27520121176909396,0.4228104552401626,0.4854752972273344,0.18048202372184058,0.3049932735054938,0.6282364421987758,no,0.4,0.0,0.8,"{""yes"": 0.0, ""no"": 0.6, ""mixed"": 0.0, ""insufficient_data"": 0.4}",-0.0,0.5004024235381879,10,10,0.6,True,0.32000000000000006,0.7270487322356266,1.0,0.2,qwen3:8b
F20,F,yes_no_mixed,1,10,oracle_evidence,True,META,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,no,0.5,1.0,0.0,"{""yes"": 0.0, ""no"": 0.5, ""mixed"": 0.0, ""insufficient_data"": 0.5}",-0.0,-0.0,10,10,0.5,True,0.5,0.8754687373538999,0.0,1.0,qwen3:8b
F21,F,company_choice,0,10,oracle_evidence,True,MSFT|AAPL,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,AAPL,0.0,0.0,0.0,"{""MSFT"": 0.05, ""AAPL"": 0.95, ""similar"": 0.0, ""insufficient_data"": 0.0}",0.3250829733914482,-0.0,10,10,0.05,False,1.805,2.1484344131667874,0.1,0.0,qwen3:8b
F21,F,company_choice,1,10,oracle_evidence,True,MSFT|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""MSFT"": 0.0, ""AAPL"": 1.0, ""similar"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F22,F,open_summary_with_canonical_claim,0,10,oracle_evidence,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""claim_true"": 0.0, ""claim_false"": 0.0, ""mixed"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,qwen3:8b
F22,F,open_summary_with_canonical_claim,1,10,oracle_evidence,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""claim_true"": 0.0, ""claim_false"": 0.0, ""mixed"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,qwen3:8b
F23,F,valuation_judgment,0,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F23,F,valuation_judgment,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F24,F,category_choice,0,10,oracle_evidence,True,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,growth,0.0,0.0,0.0,"{""growth"": 1.0, ""value"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F24,F,category_choice,1,10,oracle_evidence,True,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,growth,0.0,0.0,0.0,"{""growth"": 1.0, ""value"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F25,F,company_choice,0,10,oracle_evidence,True,NFLX|DIS,1.0,True,0.5004024235381879,0.33650583350462826,0.1638965900335596,0.5254024235381879,0.3615058335046283,0.1638965900335596,0.4554859150035952,0.3063008096446721,0.1491851053589231,0.3275295688512027,NFLX,0.2,0.4,0.0,"{""NFLX"": 0.8, ""DIS"": 0.0, ""insufficient_data"": 0.2}",0.6730116670092565,-0.0,10,10,0.2,False,1.2800000000000002,1.4087672169719492,0.4,0.0,qwen3:8b
F25,F,company_choice,1,10,oracle_evidence,True,NFLX|DIS,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""NFLX"": 0.0, ""DIS"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,qwen3:8b
F26,F,valuation_judgment,0,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""undervalued"": 0.0, ""fairly_priced"": 0.0, ""overvalued"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F26,F,valuation_judgment,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""undervalued"": 0.0, ""fairly_priced"": 0.0, ""overvalued"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F27,F,open_summary_with_canonical_claim,0,10,oracle_evidence,True,NVDA,1.0,True,0.5004024235381879,0.33650583350462826,0.1638965900335596,0.5254024235381879,0.3615058335046283,0.1638965900335596,0.4554859150035952,0.3063008096446721,0.1491851053589231,0.3275295688512027,claim_true,0.2,0.0,0.4,"{""claim_true"": 0.8, ""claim_false"": 0.0, ""mixed"": 0.2}",-0.0,0.6730116670092565,10,10,0.8,True,0.07999999999999999,0.43936665978384565,1.0,0.6,qwen3:8b
F27,F,open_summary_with_canonical_claim,1,10,oracle_evidence,True,NVDA,1.0,True,0.4227090878059908,0.41274269846481804,0.009966389341172777,0.44770908780599084,0.4627426984648181,0.0,0.3847663931726609,0.3756945946464899,0.009071798526171062,0.0235774191487149,mixed,0.8500000000000001,0.8,0.9,"{""claim_true"": 0.15, ""claim_false"": 0.0, ""mixed"": 0.85}",0.5004024235381879,0.3250829733914482,10,10,0.15000000000000002,False,1.445,1.5553706911638245,0.2,0.1,qwen3:8b
F28,F,valuation_judgment,0,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F28,F,valuation_judgment,1,10,oracle_evidence,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,qwen3:8b
F29,F,company_choice,0,10,oracle_evidence,True,QCOM|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,INTC,0.0,0.0,0.0,"{""QCOM"": 0.0, ""INTC"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,qwen3:8b
F29,F,company_choice,1,10,oracle_evidence,True,QCOM|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,INTC,0.0,0.0,0.0,"{""QCOM"": 0.0, ""INTC"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,qwen3:8b
F3,F,graded_judgment,0,10,oracle_evidence,True,TSLA,1.0,True,0.3250829733914482,0.25020121176909393,0.07488176162235427,0.3500829733914482,0.27520121176909396,0.07488176162235427,0.23449779679464058,0.18048202372184058,0.054015773072800005,0.23034661225454434,insufficient_data,0.9,1.0,0.8,"{""higher"": 0.1, ""similar"": 0.0, ""lower"": 0.0, ""insufficient_data"": 0.9}",-0.0,0.5004024235381879,10,10,0.9,True,0.019999999999999997,0.38077249551779285,1.0,0.8,qwen3:8b
F3,F,graded_judgment,1,10,oracle_evidence,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""higher"": 0.0, ""similar"": 0.0, ""lower"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F30,F,yes_no_mixed,0,10,oracle_evidence,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F30,F,yes_no_mixed,1,10,oracle_evidence,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F31,F,company_choice,0,10,oracle_evidence,False,AMZN|WMT|COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,COST,0.0,0.0,0.0,"{""AMZN"": 0.0, ""WMT"": 0.0, ""COST"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F31,F,company_choice,1,10,oracle_evidence,False,AMZN|WMT|COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,COST,0.0,0.0,0.0,"{""AMZN"": 0.0, ""WMT"": 0.0, ""COST"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,qwen3:8b
F32,F,open_summary_with_canonical_claim,0,10,oracle_evidence,False,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""claim_true"": 0.0, ""claim_false"": 0.0, ""mixed"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,qwen3:8b
F32,F,open_summary_with_canonical_claim,1,10,oracle_evidence,False,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""claim_true"": 0.0, ""claim_false"": 0.0, ""mixed"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,qwen3:8b
F33,F,yes_no_mixed,0,10,oracle_evidence,True,TSLA,1.0,True,1.0486537893593546,0.49904732020035236,0.5496064691590022,1.0986537893593546,0.5490473202003524,0.5496064691590022,0.7564438107590803,0.3599865470109875,0.39645726374809276,0.5241066925384104,no,0.55,0.1,1.0,"{""yes"": 0.0, ""no"": 0.45, ""mixed"": 0.35, ""insufficient_data"": 0.2}",0.3250829733914482,0.6730116670092565,10,10,0.45,True,0.4650000000000001,0.958850346292951,0.9,0.0,qwen3:8b
F33,F,yes_no_mixed,1,10,oracle_evidence,True,TSLA,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,no,0.5,1.0,0.0,"{""yes"": 0.0, ""no"": 0.5, ""mixed"": 0.5, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.5,True,0.5,0.8754687373538999,0.0,1.0,qwen3:8b
F34,F,graded_judgment,0,10,oracle_evidence,False,GOOGL,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,more_efficient,0.0,0.0,0.0,"{""more_efficient"": 0.5, ""similar"": 0.5, ""less_efficient"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.5,True,0.5,0.8754687373538999,1.0,0.0,qwen3:8b
F34,F,graded_judgment,1,10,oracle_evidence,False,GOOGL,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,similar,0.05,0.1,0.0,"{""more_efficient"": 0.0, ""similar"": 0.95, ""less_efficient"": 0.0, ""insufficient_data"": 0.05}",0.3250829733914482,-0.0,10,10,0.0,False,1.9049999999999998,2.4849066497880004,0.0,0.0,qwen3:8b
F35,F,open_summary_with_canonical_claim,0,10,oracle_evidence,False,AAPL,1.0,True,0.42270908780599087,0.30543215102744675,0.11727693677854412,0.4477090878059909,0.3304321510274468,0.11727693677854412,0.384766393172661,0.2780163249381945,0.10675006823446649,0.2774412478029577,claim_true,0.15,0.0,0.3,"{""claim_true"": 0.85, ""claim_false"": 0.0, ""mixed"": 0.15}",-0.0,0.6108643020548935,10,10,0.85,True,0.045000000000000005,0.3889358061569538,1.0,0.7,qwen3:8b
F35,F,open_summary_with_canonical_claim,1,10,oracle_evidence,False,AAPL,1.0,True,0.6881388137135884,0.1625414866957241,0.5255973270178643,0.7131388137135884,0.1875414866957241,0.5255973270178643,0.626370941606566,0.14795163714469228,0.47841930446187375,0.7637954966984672,claim_true,0.45,0.0,0.9,"{""claim_true"": 0.55, ""claim_false"": 0.0, ""mixed"": 0.45}",-0.0,0.3250829733914482,10,10,0.55,True,0.40499999999999997,0.7386095546367027,1.0,0.1,qwen3:8b
F36,F,yes_no_mixed,0,10,oracle_evidence,False,AMD,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,no,0.5,0.0,1.0,"{""yes"": 0.0, ""no"": 0.5, ""mixed"": 0.0, ""insufficient_data"": 0.5}",-0.0,-0.0,10,10,0.5,True,0.5,0.8754687373538999,1.0,0.0,qwen3:8b
F36,F,yes_no_mixed,1,10,oracle_evidence,False,AMD,1.0,True,0.6931471805599453,0.0,0.6931471805599453,0.7181471805599453,0.0,0.7181471805599453,0.5,0.0,0.5,1.0,no,0.5,1.0,0.0,"{""yes"": 0.0, ""no"": 0.5, ""mixed"": 0.0, ""insufficient_data"": 0.5}",-0.0,-0.0,10,10,0.5,True,0.5,0.8754687373538999,0.0,1.0,qwen3:8b
F37,F,company_choice,0,10,oracle_evidence,False,NFLX|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""NFLX"": 0.0, ""AAPL"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,qwen3:8b
F37,F,company_choice,1,10,oracle_evidence,False,NFLX|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""NFLX"": 0.0, ""AAPL"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,qwen3:8b
F38,F,category_choice,0,10,oracle_evidence,True,,1.0,True,0.5623351446188083,0.34657359027997264,0.21576155433883565,0.5873351446188083,0.37157359027997267,0.21576155433883565,0.4056390622295664,0.25,0.15563906222956642,0.3836885465963443,insufficient_data,1.0,1.0,1.0,"{""productive"": 0.0, ""aging"": 0.0, ""mixed"": 0.25, ""insufficient_data"": 0.75}",0.6931471805599453,-0.0,10,10,0.0,False,1.625,2.4849066497880004,0.0,0.0,qwen3:8b
