question_id,lane,answer_type,round,K,evidence_mode,intervention,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,arm,intervention_desc
F11,F,yes_no_mixed,0,10,intervention,remove_top,True,TSLA,1.0,True,0.6730116670092565,0.25020121176909393,0.4228104552401626,0.6980116670092565,0.27520121176909396,0.4228104552401626,0.4854752972273344,0.18048202372184058,0.3049932735054938,0.6282364421987758,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.6, ""insufficient_data"": 0.4}",-0.0,0.5004024235381879,10,10,0.0,False,1.52,2.4849066497880004,0.0,0.0,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F11,F,yes_no_mixed,0,10,intervention,remove_placebo,True,TSLA,1.0,True,0.6108643020548935,0.33650583350462826,0.27435846855026524,0.6358643020548935,0.3615058335046283,0.27435846855026524,0.44064544961534635,0.2427376486136672,0.19790780100167915,0.4491316117627886,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.7, ""insufficient_data"": 0.3}",-0.0,0.6730116670092565,10,10,0.0,False,1.58,2.4849066497880004,0.0,0.0,remove_placebo,removed_placebo:['F_Book/Price']
F11,F,yes_no_mixed,0,10,intervention,inject_conflict,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F11,F,yes_no_mixed,0,10,oracle_evidence,horizon_short,True,TSLA,1.0,True,0.5623351446188083,0.34657359027997264,0.21576155433883565,0.5873351446188083,0.37157359027997267,0.21576155433883565,0.4056390622295664,0.25,0.15563906222956642,0.3836885465963443,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.75, ""insufficient_data"": 0.25}",-0.0,0.6931471805599453,10,10,0.0,False,1.625,2.4849066497880004,0.0,0.0,horizon_short,horizon_short
F11,F,yes_no_mixed,0,10,oracle_evidence,horizon_long,True,TSLA,1.0,True,0.5004024235381879,0.33650583350462826,0.1638965900335596,0.5254024235381879,0.3615058335046283,0.1638965900335596,0.36096404744368116,0.2427376486136672,0.11822639883001398,0.3275295688512027,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.8, ""insufficient_data"": 0.2}",-0.0,0.6730116670092565,10,10,0.0,False,1.6800000000000002,2.4849066497880004,0.0,0.0,horizon_long,horizon_long
F12,F,company_choice,0,10,intervention,remove_top,False,AAPL|MSFT|GOOGL,1.0,True,0.5623351446188083,0.5556333627965406,0.006701781822267661,0.5873351446188083,0.6056333627965407,0.0,0.4056390622295664,0.4008047485295137,0.004834313700052677,0.01191777161075468,GOOGL,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.25, ""GOOGL"": 0.75, ""insufficient_data"": 0.0}",0.6108643020548935,0.5004024235381879,10,10,0.75,True,0.125,0.5389965007326869,0.7,0.8,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F12,F,company_choice,0,10,intervention,remove_placebo,False,AAPL|MSFT|GOOGL,1.0,True,0.5004024235381879,0.46797363772317085,0.032428785815017014,0.5254024235381879,0.5179736377231708,0.007428785815017047,0.36096404744368116,0.33757162320499345,0.023392424238687703,0.06480541318270061,MSFT,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.8, ""GOOGL"": 0.2, ""insufficient_data"": 0.0}",0.6108643020548935,0.3250829733914482,10,10,0.2,False,1.2800000000000002,1.529395204760564,0.3,0.1,remove_placebo,removed_placebo:['F_Book/Price']
F12,F,company_choice,0,10,intervention,inject_conflict,False,AAPL|MSFT|GOOGL,1.0,True,0.6474466390346325,0.5967748020490666,0.05067183698556588,0.6724466390346325,0.6467748020490667,0.025671836985565855,0.46703402768774555,0.43048202372184063,0.036552003965904925,0.07826411310300337,GOOGL,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.35, ""GOOGL"": 0.65, ""insufficient_data"": 0.0}",0.5004024235381879,0.6931471805599453,10,10,0.65,True,0.24499999999999997,0.6603573577369544,0.8,0.5,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F12,F,company_choice,0,10,oracle_evidence,horizon_short,False,AAPL|MSFT|GOOGL,1.0,True,0.5623351446188083,0.49904732020035236,0.06328782441845593,0.5873351446188083,0.5490473202003524,0.03828782441845591,0.4056390622295664,0.3599865470109875,0.04565251521857891,0.11254467202357951,MSFT,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.75, ""GOOGL"": 0.25, ""insufficient_data"": 0.0}",0.6730116670092565,0.3250829733914482,10,10,0.25,False,1.125,1.3862943611198906,0.4,0.1,horizon_short,horizon_short
F12,F,company_choice,0,10,oracle_evidence,horizon_long,False,AAPL|MSFT|GOOGL,1.0,True,0.6881388137135884,0.683079423784601,0.005059389928987468,0.7131388137135884,0.733079423784601,0.0,0.49638722699390414,0.49273764861366726,0.0036495783802368924,0.007352281005171213,MSFT,0.0,0.0,0.0,"{""AAPL"": 0.0, ""MSFT"": 0.55, ""GOOGL"": 0.45, ""insufficient_data"": 0.0}",0.6931471805599453,0.6730116670092565,10,10,0.45,False,0.6050000000000001,0.9588503462929511,0.5,0.4,horizon_long,horizon_long
F13,F,yes_no_mixed,0,10,intervention,remove_top,True,NFLX,1.0,True,0.9745701894462542,0.641937984532075,0.3326322049141792,1.0245701894462542,0.691937984532075,0.3326322049141792,0.7030037896561643,0.4630603734213403,0.23994341623482393,0.34131169670106487,mixed,0.7000000000000001,0.4,1.0,"{""yes"": 0.0, ""no"": 0.3, ""mixed"": 0.55, ""insufficient_data"": 0.15}",0.6730116670092565,0.6108643020548935,10,10,0.3,False,0.815,1.2611312181658847,0.6,0.0,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F13,F,yes_no_mixed,0,10,intervention,remove_placebo,True,NFLX,1.0,True,0.5181862130502128,0.41274269846481804,0.1054435145853948,0.5681862130502129,0.4627426984648181,0.1054435145853948,0.373792339912287,0.2977309221191609,0.07606141779312608,0.20348575845875932,mixed,0.9500000000000001,0.9,1.0,"{""yes"": 0.0, ""no"": 0.05, ""mixed"": 0.85, ""insufficient_data"": 0.1}",0.3250829733914482,0.5004024235381879,10,10,0.04999999999999999,False,1.6349999999999998,2.1484344131667874,0.1,0.0,remove_placebo,removed_placebo:['F_Book/Price']
F13,F,yes_no_mixed,0,10,intervention,inject_conflict,True,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F13,F,yes_no_mixed,0,10,oracle_evidence,horizon_short,True,NFLX,1.0,True,0.5004024235381879,0.33650583350462826,0.1638965900335596,0.5254024235381879,0.3615058335046283,0.1638965900335596,0.36096404744368116,0.2427376486136672,0.11822639883001398,0.3275295688512027,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.8, ""insufficient_data"": 0.2}",-0.0,0.6730116670092565,10,10,0.0,False,1.6800000000000002,2.4849066497880004,0.0,0.0,horizon_short,horizon_short
F13,F,yes_no_mixed,0,10,oracle_evidence,horizon_long,True,NFLX,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,horizon_long,horizon_long
F14,F,yes_no_mixed,0,10,oracle_evidence,remove_top,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,remove_top,noop_all_golden_absent
F14,F,yes_no_mixed,0,10,oracle_evidence,remove_placebo,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,remove_placebo,noop_no_placebo_available
F14,F,yes_no_mixed,0,10,intervention,inject_conflict,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund_noop
F14,F,yes_no_mixed,0,10,oracle_evidence,horizon_short,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,horizon_short,horizon_short
F14,F,yes_no_mixed,0,10,oracle_evidence,horizon_long,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,horizon_long,horizon_long
F15,F,graded_judgment,0,10,intervention,remove_top,False,QCOM,1.0,True,0.3250829733914482,0.25020121176909393,0.07488176162235427,0.3500829733914482,0.27520121176909396,0.07488176162235427,0.23449779679464058,0.18048202372184058,0.054015773072800005,0.23034661225454434,insufficient_data,1.0,1.0,1.0,"{""sound"": 0.0, ""mixed"": 0.1, ""weak"": 0.0, ""insufficient_data"": 0.9}",0.5004024235381879,-0.0,10,10,0.0,False,1.82,2.4849066497880004,0.0,0.0,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F15,F,graded_judgment,0,10,intervention,remove_placebo,False,QCOM,1.0,True,0.3250829733914482,0.25020121176909393,0.07488176162235427,0.3500829733914482,0.27520121176909396,0.07488176162235427,0.23449779679464058,0.18048202372184058,0.054015773072800005,0.23034661225454434,insufficient_data,1.0,1.0,1.0,"{""sound"": 0.0, ""mixed"": 0.1, ""weak"": 0.0, ""insufficient_data"": 0.9}",0.5004024235381879,-0.0,10,10,0.0,False,1.82,2.4849066497880004,0.0,0.0,remove_placebo,removed_placebo:['F_Book/Price']
F15,F,graded_judgment,0,10,intervention,inject_conflict,False,QCOM,1.0,True,0.5623351446188083,0.34657359027997264,0.21576155433883565,0.5873351446188083,0.37157359027997267,0.21576155433883565,0.4056390622295664,0.25,0.15563906222956642,0.3836885465963443,insufficient_data,1.0,1.0,1.0,"{""sound"": 0.0, ""mixed"": 0.25, ""weak"": 0.0, ""insufficient_data"": 0.75}",0.6931471805599453,-0.0,10,10,0.0,False,1.625,2.4849066497880004,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F15,F,graded_judgment,0,10,oracle_evidence,horizon_short,False,QCOM,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""sound"": 0.0, ""mixed"": 0.0, ""weak"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,horizon_short,horizon_short
F15,F,graded_judgment,0,10,oracle_evidence,horizon_long,False,QCOM,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,insufficient_data,1.0,1.0,1.0,"{""sound"": 0.0, ""mixed"": 0.05, ""weak"": 0.0, ""insufficient_data"": 0.95}",-0.0,0.3250829733914482,10,10,0.0,False,1.9049999999999998,2.4849066497880004,0.0,0.0,horizon_long,horizon_long
F16,F,yes_no_mixed,0,10,intervention,remove_top,False,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F16,F,yes_no_mixed,0,10,intervention,remove_placebo,False,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,remove_placebo,removed_placebo:['F_Book/Price']
F16,F,yes_no_mixed,0,10,intervention,inject_conflict,False,AMZN,1.0,True,0.42270908780599087,0.30543215102744675,0.11727693677854412,0.4477090878059909,0.3304321510274468,0.11727693677854412,0.30492015235820025,0.22032272480767318,0.08459742755052704,0.2774412478029577,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.15, ""insufficient_data"": 0.85}",0.6108643020548935,-0.0,10,10,0.0,False,1.7449999999999999,2.4849066497880004,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F16,F,yes_no_mixed,0,10,oracle_evidence,horizon_short,False,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,horizon_short,horizon_short
F16,F,yes_no_mixed,0,10,oracle_evidence,horizon_long,False,AMZN,1.0,True,0.1985152433458726,0.1625414866957241,0.035973756650148486,0.22351524334587258,0.1875414866957241,0.035973756650148486,0.1431984785579781,0.11724889839732029,0.025949580160657796,0.18121407728610292,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.05, ""insufficient_data"": 0.95}",0.3250829733914482,-0.0,10,10,0.0,False,1.9049999999999998,2.4849066497880004,0.0,0.0,horizon_long,horizon_long
F17,F,open_summary_with_canonical_claim,0,10,oracle_evidence,remove_top,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_false,0.0,0.0,0.0,"{""claim_true"": 0.0, ""claim_false"": 1.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,remove_top,noop_all_golden_absent
F17,F,open_summary_with_canonical_claim,0,10,oracle_evidence,remove_placebo,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_false,0.0,0.0,0.0,"{""claim_true"": 0.0, ""claim_false"": 1.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,remove_placebo,noop_no_placebo_available
F17,F,open_summary_with_canonical_claim,0,10,intervention,inject_conflict,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_false,0.0,0.0,0.0,"{""claim_true"": 0.0, ""claim_false"": 1.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund_noop
F17,F,open_summary_with_canonical_claim,0,10,oracle_evidence,horizon_short,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_false,0.0,0.0,0.0,"{""claim_true"": 0.0, ""claim_false"": 1.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,horizon_short,horizon_short
F17,F,open_summary_with_canonical_claim,0,10,oracle_evidence,horizon_long,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_false,0.0,0.0,0.0,"{""claim_true"": 0.0, ""claim_false"": 1.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,horizon_long,horizon_long
F18,F,yes_no_mixed,0,10,intervention,remove_top,True,META,1.0,True,0.6108643020548935,0.33650583350462826,0.27435846855026524,0.6358643020548935,0.3615058335046283,0.27435846855026524,0.44064544961534635,0.2427376486136672,0.19790780100167915,0.4491316117627886,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.3, ""insufficient_data"": 0.7}",0.6730116670092565,-0.0,10,10,0.0,False,1.58,2.4849066497880004,0.0,0.0,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F18,F,yes_no_mixed,0,10,intervention,remove_placebo,True,META,1.0,True,0.6881388137135884,0.1625414866957241,0.5255973270178643,0.7131388137135884,0.1875414866957241,0.5255973270178643,0.49638722699390414,0.11724889839732029,0.3791383285965838,0.7637954966984672,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.55, ""insufficient_data"": 0.45}",-0.0,0.3250829733914482,10,10,0.0,False,1.505,2.4849066497880004,0.0,0.0,remove_placebo,removed_placebo:['F_Book/Price']
F18,F,yes_no_mixed,0,10,intervention,inject_conflict,True,META,1.0,True,0.6474466390346325,0.30543215102744675,0.34201448800718576,0.6724466390346325,0.3304321510274468,0.34201448800718576,0.46703402768774555,0.22032272480767318,0.24671130288007237,0.5282512370705057,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.65, ""insufficient_data"": 0.35}",-0.0,0.6108643020548935,10,10,0.0,False,1.5450000000000002,2.4849066497880004,0.0,0.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F18,F,yes_no_mixed,0,10,oracle_evidence,horizon_short,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,horizon_short,horizon_short
F18,F,yes_no_mixed,0,10,oracle_evidence,horizon_long,True,META,1.0,True,0.6931471805599453,0.3250829733914482,0.3680642071684971,0.7181471805599453,0.3750829733914482,0.3430642071684971,0.5,0.23449779679464058,0.2655022032053594,0.5310044064107188,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.5, ""insufficient_data"": 0.5}",0.3250829733914482,0.3250829733914482,10,10,0.0,False,1.5,2.4849066497880004,0.0,0.0,horizon_long,horizon_long
F19,F,company_choice,0,10,intervention,remove_top,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,remove_top,removed_golden:Debt/Equity->['F_Debt/Equity']
F19,F,company_choice,0,10,intervention,remove_placebo,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,remove_placebo,removed_placebo:['F_Book/Price']
F19,F,company_choice,0,10,intervention,inject_conflict,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,inject_conflict,inject_conflict:bearish_tech_vs_bullish_fund
F19,F,company_choice,0,10,oracle_evidence,horizon_short,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,horizon_short,horizon_short
F19,F,company_choice,0,10,oracle_evidence,horizon_long,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,horizon_long,horizon_long
