financebench_id,round,K,gold_label,parse_rate,model,run_id,evidence_field,agent,predicted,correct,p_noncommit,tu,au,eu,p_sys
financebench_id_00807,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_01858,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01858,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01858,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01858,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01858,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01858,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00438,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,False,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00438,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,False,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00438,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,False,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00438,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,True,0.1,,,,"{""yes"": 0.0, ""no"": 0.9, ""insufficient_data"": 0.1}"
financebench_id_00438,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,True,0.1,,,,"{""yes"": 0.1, ""no"": 0.8, ""insufficient_data"": 0.1}"
financebench_id_00438,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,True,0.1,0.4716734178155153,0.4387875700036356,0.032885847811879663,"{""yes"": 0.05, ""no"": 0.85, ""insufficient_data"": 0.1}"
financebench_id_00591,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,False,0.2,,,,"{""yes"": 0.0, ""no"": 0.8, ""insufficient_data"": 0.2}"
financebench_id_00591,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,False,0.3,,,,"{""yes"": 0.0, ""no"": 0.7, ""insufficient_data"": 0.3}"
financebench_id_00591,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,False,0.25,0.5118595071429147,0.505759282439992,0.006100224702922712,"{""yes"": 0.0, ""no"": 0.75, ""insufficient_data"": 0.25}"
financebench_id_00591,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00591,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00591,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00684,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,True,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00684,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,True,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00684,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,True,0.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00684,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,True,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00684,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,True,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00684,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,True,0.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00222,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00222,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00222,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00222,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00222,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00222,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00757,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00757,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00757,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00757,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00757,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00757,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01981,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01981,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01981,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01981,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01981,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01981,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00070,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00070,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00070,0,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00070,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,False,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00070,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,False,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00070,1,10,no,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,False,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00685,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00685,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00685,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00685,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00685,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,insufficient_data,False,1.0,,,,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00685,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,insufficient_data,False,1.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 0.0, ""insufficient_data"": 1.0}"
financebench_id_00288,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00288,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00288,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00288,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00288,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00288,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,False,0.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00460,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,False,0.1,,,,"{""yes"": 0.0, ""no"": 0.9, ""insufficient_data"": 0.1}"
financebench_id_00460,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00460,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,False,0.05,0.18069636157678548,0.14795163714469228,0.032744724432093204,"{""yes"": 0.0, ""no"": 0.95, ""insufficient_data"": 0.05}"
financebench_id_00460,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00460,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00460,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,False,0.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00517,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00517,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00517,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00517,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00517,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00517,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01091,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01091,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01091,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01091,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01091,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_01091,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00678,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,False,0.1,,,,"{""yes"": 0.0, ""no"": 0.9, ""insufficient_data"": 0.1}"
financebench_id_00678,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,False,0.1,,,,"{""yes"": 0.0, ""no"": 0.9, ""insufficient_data"": 0.1}"
financebench_id_00678,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,False,0.1,0.29590327428938457,0.29590327428938457,0.0,"{""yes"": 0.0, ""no"": 0.9, ""insufficient_data"": 0.1}"
financebench_id_00678,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00678,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,no,False,0.0,,,,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00678,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,no,False,0.0,-0.0,0.0,-0.0,"{""yes"": 0.0, ""no"": 1.0, ""insufficient_data"": 0.0}"
financebench_id_00464,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00464,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00464,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00464,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00464,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00464,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00005,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00005,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00005,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00005,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00005,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00005,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00790,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00790,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00790,0,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,system,yes,True,0.0,-0.0,0.0,-0.0,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00790,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_a,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
financebench_id_00790,1,10,yes,1.0,ollama:qwen3:8b,financebench_yesno_homog_local_qwen3_8b,evidence_text,evidence_accountant_b,yes,True,0.0,,,,"{""yes"": 1.0, ""no"": 0.0, ""insufficient_data"": 0.0}"
