question_id,lane,answer_type,round,K,evidence_mode,intervention,coverage_incomplete,tickers,parse_rate,gold_scoreable,tu,au,eu,tu_mm,au_mm,eu_mm,tu_norm,au_norm,eu_norm,eu_tu_ratio,predicted,p_noncommit,p_noncommit_fundamental,p_noncommit_trading,p_sys,agent_entropy_fundamental,agent_entropy_trading,k_eff_fundamental,k_eff_trading,gold_prob,correct,brier,nll,agent_gold_prob_fundamental,agent_gold_prob_trading,model
F18,F,yes_no_mixed,1,10,oracle_evidence,,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,yes,0.0,0.0,0.0,"{""yes"": 1.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F19,F,company_choice,0,10,oracle_evidence,,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F19,F,company_choice,1,10,oracle_evidence,,False,AMD|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AMD,0.0,0.0,0.0,"{""AMD"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F2,F,company_choice,0,10,oracle_evidence,,False,MSFT|GOOGL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,GOOGL,0.0,0.0,0.0,"{""MSFT"": 0.0, ""GOOGL"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F2,F,company_choice,1,10,oracle_evidence,,False,MSFT|GOOGL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,GOOGL,0.0,0.0,0.0,"{""MSFT"": 0.0, ""GOOGL"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F20,F,yes_no_mixed,0,10,oracle_evidence,,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,no,0.0,0.0,0.0,"{""yes"": 0.0, ""no"": 1.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F20,F,yes_no_mixed,1,10,oracle_evidence,,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,no,0.0,0.0,0.0,"{""yes"": 0.0, ""no"": 1.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F21,F,company_choice,0,10,oracle_evidence,,True,MSFT|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""MSFT"": 0.0, ""AAPL"": 1.0, ""similar"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F21,F,company_choice,1,10,oracle_evidence,,True,MSFT|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""MSFT"": 0.0, ""AAPL"": 1.0, ""similar"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F22,F,open_summary_with_canonical_claim,0,10,oracle_evidence,,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_true,0.0,0.0,0.0,"{""claim_true"": 1.0, ""claim_false"": 0.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F22,F,open_summary_with_canonical_claim,1,10,oracle_evidence,,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_true,0.0,0.0,0.0,"{""claim_true"": 1.0, ""claim_false"": 0.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F23,F,valuation_judgment,0,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F23,F,valuation_judgment,1,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F24,F,category_choice,0,10,oracle_evidence,,True,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,growth,0.0,0.0,0.0,"{""growth"": 1.0, ""value"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F24,F,category_choice,1,10,oracle_evidence,,True,AMZN,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,growth,0.0,0.0,0.0,"{""growth"": 1.0, ""value"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F25,F,company_choice,0,10,oracle_evidence,,True,NFLX|DIS,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""NFLX"": 0.0, ""DIS"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F25,F,company_choice,1,10,oracle_evidence,,True,NFLX|DIS,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""NFLX"": 0.0, ""DIS"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F26,F,valuation_judgment,0,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""undervalued"": 0.0, ""fairly_priced"": 0.0, ""overvalued"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F26,F,valuation_judgment,1,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""undervalued"": 0.0, ""fairly_priced"": 0.0, ""overvalued"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F27,F,open_summary_with_canonical_claim,0,10,oracle_evidence,,True,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_true,0.0,0.0,0.0,"{""claim_true"": 1.0, ""claim_false"": 0.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F27,F,open_summary_with_canonical_claim,1,10,oracle_evidence,,True,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_true,0.0,0.0,0.0,"{""claim_true"": 1.0, ""claim_false"": 0.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F28,F,valuation_judgment,0,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F28,F,valuation_judgment,1,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""expensive"": 0.0, ""fair"": 0.0, ""cheap"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F29,F,company_choice,0,10,oracle_evidence,,True,QCOM|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,QCOM,0.0,0.0,0.0,"{""QCOM"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F29,F,company_choice,1,10,oracle_evidence,,True,QCOM|INTC,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,QCOM,0.0,0.0,0.0,"{""QCOM"": 1.0, ""INTC"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F3,F,graded_judgment,0,10,oracle_evidence,,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""higher"": 0.0, ""similar"": 0.0, ""lower"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F3,F,graded_judgment,1,10,oracle_evidence,,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""higher"": 0.0, ""similar"": 0.0, ""lower"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F30,F,yes_no_mixed,0,10,oracle_evidence,,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F30,F,yes_no_mixed,1,10,oracle_evidence,,True,META,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F31,F,company_choice,0,10,oracle_evidence,,False,AMZN|WMT|COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,COST,0.0,0.0,0.0,"{""AMZN"": 0.0, ""WMT"": 0.0, ""COST"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F31,F,company_choice,1,10,oracle_evidence,,False,AMZN|WMT|COST,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,COST,0.0,0.0,0.0,"{""AMZN"": 0.0, ""WMT"": 0.0, ""COST"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F32,F,open_summary_with_canonical_claim,0,10,oracle_evidence,,False,NVDA,1.0,True,0.5623351446188083,0.34657359027997264,0.21576155433883565,0.5873351446188083,0.37157359027997267,0.21576155433883565,0.5118595071429147,0.3154648767857287,0.1963946303571861,0.3836885465963443,mixed,0.75,1.0,0.5,"{""claim_true"": 0.25, ""claim_false"": 0.0, ""mixed"": 0.75}",-0.0,0.6931471805599453,10,10,0.25,False,1.125,1.2809338454620642,0.0,0.5,vllm:google/gemma-4-31B-it
F32,F,open_summary_with_canonical_claim,1,10,oracle_evidence,,False,NVDA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,mixed,1.0,1.0,1.0,"{""claim_true"": 0.0, ""claim_false"": 0.0, ""mixed"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.1972245773362196,0.0,0.0,vllm:google/gemma-4-31B-it
F33,F,yes_no_mixed,0,10,oracle_evidence,,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,no,0.0,0.0,0.0,"{""yes"": 0.0, ""no"": 1.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F33,F,yes_no_mixed,1,10,oracle_evidence,,True,TSLA,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,no,0.0,0.0,0.0,"{""yes"": 0.0, ""no"": 1.0, ""mixed"": 0.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.2876820724517809,1.0,1.0,vllm:google/gemma-4-31B-it
F34,F,graded_judgment,0,10,oracle_evidence,,False,GOOGL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""more_efficient"": 0.0, ""similar"": 0.0, ""less_efficient"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F34,F,graded_judgment,1,10,oracle_evidence,,False,GOOGL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""more_efficient"": 0.0, ""similar"": 0.0, ""less_efficient"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F35,F,open_summary_with_canonical_claim,0,10,oracle_evidence,,False,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_true,0.0,0.0,0.0,"{""claim_true"": 1.0, ""claim_false"": 0.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F35,F,open_summary_with_canonical_claim,1,10,oracle_evidence,,False,AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,claim_true,0.0,0.0,0.0,"{""claim_true"": 1.0, ""claim_false"": 0.0, ""mixed"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F36,F,yes_no_mixed,0,10,oracle_evidence,,False,AMD,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F36,F,yes_no_mixed,1,10,oracle_evidence,,False,AMD,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""yes"": 0.0, ""no"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F37,F,company_choice,0,10,oracle_evidence,,False,NFLX|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""NFLX"": 0.0, ""AAPL"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F37,F,company_choice,1,10,oracle_evidence,,False,NFLX|AAPL,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,AAPL,0.0,0.0,0.0,"{""NFLX"": 0.0, ""AAPL"": 1.0, ""insufficient_data"": 0.0}",-0.0,-0.0,10,10,1.0,True,0.0,0.25131442828090605,1.0,1.0,vllm:google/gemma-4-31B-it
F38,F,category_choice,0,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""productive"": 0.0, ""aging"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
F38,F,category_choice,1,10,oracle_evidence,,True,,1.0,True,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,insufficient_data,1.0,1.0,1.0,"{""productive"": 0.0, ""aging"": 0.0, ""mixed"": 0.0, ""insufficient_data"": 1.0}",-0.0,-0.0,10,10,0.0,False,2.0,2.4849066497880004,0.0,0.0,vllm:google/gemma-4-31B-it
